City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
changzhou,31.78,119.97,81.0,59.0,0.0,7.7,CN,1601176917.0
pokhara,28.23,83.98,76.66,53.0,0.0,2.33,NP,1601176897.0
georgetown,5.41,100.34,78.8,74.0,20.0,5.82,MY,1601176621.0
chimbote,-9.09,-78.58,60.13,88.0,9.0,7.96,PE,1601176918.0
alofi,-19.06,-169.92,75.2,78.0,67.0,17.22,NU,1601176918.0
muhos,64.81,25.99,50.0,93.0,90.0,5.82,FI,1601176918.0
cayenne,4.93,-52.33,78.8,88.0,0.0,2.24,GF,1601176919.0
torbat-e jam,35.24,60.62,61.09,29.0,0.0,4.97,IR,1601176919.0
lorengau,-2.02,147.27,84.24,77.0,40.0,11.36,PG,1601176919.0
venice,27.1,-82.45,82.99,83.0,1.0,3.36,US,1601176714.0
diamantino,-14.41,-56.45,77.27,69.0,11.0,4.25,BR,1601176919.0
shevchenko,48.5,35.0,68.0,45.0,76.0,17.9,UA,1601176920.0
merced,37.17,-120.75,80.01,48.0,70.0,4.0,US,1601176920.0
chara,56.91,118.26,48.06,57.0,34.0,11.88,RU,1601176920.0
tilichiki,60.47,166.1,42.46,60.0,0.0,1.97,RU,1601176920.0
olafsvik,64.89,-23.71,46.89,89.0,64.0,12.91,IS,1601176920.0
uvira,-3.41,29.15,74.68,56.0,65.0,2.24,CD,1601176921.0
kieta,-6.22,155.63,81.27,73.0,100.0,3.02,PG,1601176921.0
half moon bay,37.46,-122.43,73.99,77.0,1.0,19.46,US,1601176922.0
jiwani,25.05,61.74,82.04,71.0,0.0,4.47,PK,1601176922.0
kendari,-3.94,122.5,82.92,77.0,91.0,5.79,ID,1601176824.0
buin,-33.73,-70.75,51.8,71.0,0.0,2.24,CL,1601176922.0
urucui,-7.23,-44.56,79.95,41.0,21.0,5.53,BR,1601176923.0
gorontalo,0.54,123.06,88.57,58.0,42.0,5.95,ID,1601176923.0
tual,-5.67,132.75,80.44,83.0,83.0,14.85,ID,1601176923.0
waiuku,-37.25,174.75,64.99,63.0,35.0,23.04,NZ,1601176923.0
mantua,45.17,10.78,53.01,86.0,25.0,11.99,IT,1601176625.0
mahibadhoo,3.78,72.97,82.67,70.0,69.0,5.86,MV,1601176924.0
makakilo city,21.35,-158.09,87.01,48.0,1.0,8.05,US,1601176924.0
jasper,37.2,-94.35,71.6,73.0,1.0,14.99,US,1601176924.0
yankton,42.87,-97.4,63.0,55.0,1.0,10.29,US,1601176925.0
tuy hoa,13.08,109.3,80.67,79.0,99.0,4.7,VN,1601176925.0
olga,43.74,135.29,61.36,56.0,57.0,11.41,RU,1601176925.0
san joaquin,10.26,-67.79,72.99,86.0,77.0,2.57,VE,1601176926.0
conde,-7.26,-34.91,71.6,94.0,98.0,3.36,BR,1601176926.0
cockburn town,21.46,-71.14,83.12,71.0,0.0,10.98,TC,1601176926.0
esperance,-33.87,121.9,62.6,72.0,35.0,12.75,AU,1601176926.0
kalaleh,37.38,55.49,64.4,72.0,0.0,1.97,IR,1601176926.0
magistralnyy,56.17,107.45,46.87,61.0,72.0,11.48,RU,1601176927.0
nara,34.69,135.8,77.0,57.0,75.0,10.29,JP,1601176638.0
fenoarivo,-18.93,47.44,53.6,93.0,20.0,0.69,MG,1601176927.0
kungurtug,50.6,97.52,42.6,59.0,0.0,1.63,RU,1601176927.0
haines junction,60.75,-137.51,44.76,77.0,77.0,5.97,CA,1601176928.0
viedma,-40.81,-63.0,50.0,79.0,100.0,1.99,AR,1601176928.0
samarai,-10.62,150.67,79.23,87.0,65.0,16.31,PG,1601176928.0
brenham,30.17,-96.4,77.0,88.0,1.0,4.7,US,1601176928.0
siniscola,40.57,9.69,59.0,87.0,40.0,3.36,IT,1601176928.0
namtsy,62.72,129.67,53.6,62.0,90.0,2.24,RU,1601176929.0
kholodnyy,62.72,147.95,47.41,50.0,34.0,6.96,RU,1601176929.0
manicore,-5.81,-61.3,73.4,100.0,38.0,3.36,BR,1601176929.0
ulaangom,49.98,92.07,47.57,49.0,48.0,6.11,MN,1601176802.0
gobabis,-22.45,18.97,48.02,47.0,0.0,3.58,NA,1601176929.0
canutama,-6.53,-64.38,73.13,89.0,65.0,2.01,BR,1601176930.0
borogontsy,62.67,131.17,53.1,71.0,100.0,9.98,RU,1601176930.0
koping,59.51,15.99,54.0,93.0,100.0,13.87,SE,1601176930.0
bulgan,48.81,103.53,44.62,56.0,0.0,5.03,MN,1601176930.0
san cristobal,7.77,-72.22,65.57,80.0,55.0,1.57,VE,1601176931.0
najran,17.49,44.13,69.8,28.0,0.0,2.24,SA,1601176931.0
san juan,-31.54,-68.54,59.05,38.0,0.0,12.59,AR,1601176783.0
dunedin,-45.87,170.5,48.0,66.0,41.0,25.99,NZ,1601176847.0
sao filipe,14.9,-24.5,81.16,83.0,36.0,9.26,CV,1601176932.0
mangrol,21.12,70.12,81.64,72.0,79.0,7.72,IN,1601176737.0
taksimo,56.34,114.88,43.79,79.0,100.0,6.53,RU,1601176933.0
campoverde,-8.48,-74.81,80.6,78.0,75.0,2.24,PE,1601176933.0
pyaozerskiy,65.83,31.17,46.94,93.0,100.0,8.66,RU,1601176933.0
sain alto,23.58,-103.25,64.56,41.0,53.0,4.9,MX,1601176933.0
avera,33.19,-82.53,66.2,78.0,1.0,2.68,US,1601176934.0
hamilton,39.18,-84.53,66.99,82.0,1.0,6.93,US,1601176934.0
iqaluit,63.75,-68.51,28.4,79.0,75.0,6.93,CA,1601176801.0
noumea,-22.28,166.46,80.6,61.0,90.0,11.41,NC,1601176921.0
akyab,20.15,92.9,83.16,83.0,46.0,11.39,MM,1601176929.0
nsoko,-27.03,31.95,62.74,82.0,100.0,6.38,SZ,1601176935.0
vostok,46.49,135.88,56.3,49.0,0.0,5.75,RU,1601176935.0
sakaraha,-22.9,44.53,66.61,67.0,0.0,1.9,MG,1601176936.0
kokopo,-4.35,152.26,86.36,62.0,3.0,7.81,PG,1601176936.0
cabo san lucas,22.89,-109.91,82.99,83.0,20.0,6.93,MX,1601176936.0
cehegin,38.09,-1.8,64.99,67.0,0.0,7.0,ES,1601176936.0
ostersund,63.18,14.64,41.0,93.0,100.0,4.7,SE,1601176937.0
hunxe,51.65,6.78,55.99,98.0,100.0,1.99,DE,1601176937.0
askino,56.09,56.58,45.39,88.0,28.0,2.82,RU,1601176937.0
nueve de julio,-35.44,-60.88,57.0,99.0,94.0,4.0,AR,1601176937.0
atoyatempan,18.82,-97.92,64.0,92.0,93.0,3.31,MX,1601176937.0
sisimiut,66.94,-53.67,33.48,91.0,100.0,8.5,GL,1601176938.0
port-gentil,-0.72,8.78,75.96,78.0,100.0,14.27,GA,1601176938.0
dymer,50.79,30.3,66.2,42.0,71.0,13.42,UA,1601176938.0
marystown,47.17,-55.15,55.0,100.0,65.0,9.4,CA,1601176938.0
los llanos de aridane,28.66,-17.92,75.2,69.0,90.0,17.22,ES,1601176938.0
sarangani,5.4,125.46,83.77,75.0,77.0,12.59,PH,1601176939.0
zhuhai,22.28,113.57,86.0,79.0,40.0,17.22,CN,1601176686.0
abrau-dyurso,44.69,37.59,64.4,88.0,20.0,6.71,RU,1601176939.0
asbestovskiy,57.76,61.4,45.37,92.0,0.0,6.51,RU,1601176939.0
isiro,2.77,27.62,63.93,96.0,100.0,1.07,CD,1601176940.0
tuatapere,-46.13,167.68,46.99,65.0,77.0,15.01,NZ,1601176940.0
preobrazheniye,42.9,133.91,62.98,55.0,10.0,7.85,RU,1601176941.0
kamenka,51.32,42.77,47.89,53.0,0.0,13.0,RU,1601176941.0
kulhudhuffushi,6.62,73.07,81.61,80.0,81.0,9.42,MV,1601176835.0
boma,7.08,-2.17,71.64,95.0,100.0,3.74,GH,1601176941.0
deception bay,-27.2,153.03,79.0,27.0,0.0,6.4,AU,1601176941.0
nishihara,26.18,127.76,78.8,73.0,75.0,6.93,JP,1601176942.0
mamlyutka,54.94,68.54,35.6,93.0,5.0,2.24,KZ,1601176942.0
aasiaat,68.71,-52.87,29.95,94.0,100.0,5.84,GL,1601176942.0
dillon,34.42,-79.37,69.01,100.0,40.0,2.66,US,1601176942.0
kisangani,0.52,25.2,71.1,97.0,100.0,0.47,CD,1601176943.0
santa fe,-31.63,-60.7,62.01,81.0,92.0,5.99,AR,1601176943.0
aklavik,68.22,-135.01,33.8,84.0,90.0,6.93,CA,1601176943.0
ganzhou,28.82,115.43,69.64,78.0,100.0,1.21,CN,1601176943.0
shuangyashan,46.64,131.15,65.07,52.0,0.0,4.88,CN,1601176805.0
ust-koksa,50.27,85.61,38.41,74.0,100.0,1.63,RU,1601176668.0
bonavista,48.65,-53.11,52.79,75.0,99.0,10.33,CA,1601176944.0
andenes,69.31,16.12,32.0,62.0,0.0,6.93,NO,1601176944.0
rocky mountain house,52.37,-114.92,44.85,56.0,44.0,7.83,CA,1601176944.0
katherine,-14.47,132.27,95.0,34.0,40.0,3.36,AU,1601176944.0
manching,48.72,11.49,46.4,81.0,99.0,6.93,DE,1601176945.0
kaduna,10.52,7.44,69.3,93.0,100.0,5.5,NG,1601176945.0
sioux lookout,50.1,-91.92,59.0,72.0,90.0,9.17,CA,1601176945.0
ostrovnoy,68.05,39.51,43.32,80.0,100.0,9.69,RU,1601176945.0
chincha alta,-13.41,-76.13,63.0,77.0,0.0,3.36,PE,1601176946.0
mackenzie,55.3,-123.17,44.6,75.0,40.0,3.36,CA,1601176946.0
takoradi,4.88,-1.76,74.12,93.0,87.0,7.74,GH,1601176946.0
nochistlan,21.37,-102.85,64.4,55.0,75.0,5.82,MX,1601176946.0
mindelo,16.89,-24.98,82.4,83.0,40.0,10.29,CV,1601176947.0
sagar,23.83,78.72,77.07,82.0,83.0,6.06,IN,1601176947.0
xinan,26.72,119.86,67.66,83.0,100.0,6.04,CN,1601176947.0
fortuna,40.6,-124.16,61.0,93.0,40.0,10.29,US,1601176947.0
malavalli,12.38,77.08,73.4,94.0,75.0,3.29,IN,1601176947.0
fairbanks,64.84,-147.72,53.6,62.0,1.0,3.36,US,1601176948.0
karlskrona,56.16,15.59,62.6,88.0,98.0,12.75,SE,1601176948.0
wanning,18.8,110.4,86.36,73.0,100.0,5.93,CN,1601176948.0
portland,45.52,-122.68,62.01,70.0,29.0,3.0,US,1601176879.0
arlit,18.74,7.39,88.79,13.0,0.0,5.77,NE,1601176949.0
sitka,57.05,-135.33,51.8,81.0,75.0,8.05,US,1601176949.0
manono,-7.3,27.42,70.88,84.0,47.0,1.79,CD,1601176949.0
tooele,40.53,-112.3,64.0,66.0,1.0,8.3,US,1601176949.0
muriwai beach,-36.82,174.45,63.0,79.0,12.0,4.0,NZ,1601176860.0
ahipara,-35.17,173.17,62.24,71.0,0.0,15.64,NZ,1601176950.0
saa,4.37,11.45,68.79,97.0,100.0,4.25,CM,1601176950.0
quatre cocos,-20.21,57.76,70.0,77.0,75.0,6.93,MU,1601176950.0
puerto escondido,15.85,-97.07,80.37,78.0,92.0,3.36,MX,1601176951.0
tansen,27.87,83.55,69.75,86.0,0.0,0.54,NP,1601176802.0
nanzhang,31.78,111.84,76.01,63.0,33.0,4.12,CN,1601176951.0
abong mbang,3.98,13.18,67.53,98.0,100.0,3.96,CM,1601176951.0
pangnirtung,66.15,-65.71,31.91,90.0,85.0,2.86,CA,1601176952.0
karratha,-20.74,116.85,85.93,18.0,0.0,5.77,AU,1601176952.0
vao,-22.67,167.48,74.01,83.0,0.0,8.05,NC,1601176952.0
isla mujeres,21.23,-86.73,82.4,83.0,40.0,4.7,MX,1601176952.0
idaho falls,43.47,-112.03,55.4,50.0,1.0,25.28,US,1601176952.0
grants,35.15,-107.85,69.8,16.0,1.0,10.29,US,1601176953.0
huarmey,-10.07,-78.15,61.25,83.0,28.0,9.15,PE,1601176953.0
ryotsu,38.08,138.43,71.6,78.0,75.0,5.82,JP,1601176953.0
vestmanna,62.16,-7.17,44.6,87.0,100.0,10.29,FO,1601176953.0
manggar,-2.88,108.27,79.68,74.0,100.0,3.24,ID,1601176954.0
mackay,-21.15,149.2,80.01,65.0,40.0,18.34,AU,1601176954.0
bintulu,3.17,113.03,82.4,74.0,20.0,10.29,MY,1601176954.0
kuruman,-27.45,23.43,41.41,53.0,0.0,7.56,ZA,1601176954.0
kalavad,22.22,70.38,79.36,76.0,61.0,7.65,IN,1601176954.0
gornopravdinsk,60.05,69.9,46.94,93.0,27.0,5.14,RU,1601176955.0
rio gallegos,-51.62,-69.22,44.6,56.0,90.0,13.87,AR,1601176955.0
vikhorevka,56.12,101.16,44.6,70.0,75.0,13.42,RU,1601176955.0
korla,41.76,86.15,66.99,79.0,98.0,4.0,CN,1601176955.0
ca mau,9.18,105.15,78.35,88.0,100.0,11.59,VN,1601176955.0
changping,40.22,116.22,77.0,69.0,1.0,2.24,CN,1601176724.0
sovetskiy,61.36,63.58,49.1,94.0,12.0,5.95,RU,1601176956.0
ilovita,44.76,22.47,50.07,84.0,1.0,4.23,RO,1601176956.0
nizwa,22.93,57.53,82.29,32.0,0.0,0.92,OM,1601176956.0
strezhevoy,60.73,77.59,42.8,87.0,0.0,6.71,RU,1601176956.0
narrabri,-30.32,149.78,64.0,29.0,0.0,8.05,AU,1601176957.0
sangar,63.92,127.47,45.5,89.0,100.0,11.92,RU,1601176957.0
wronki,52.71,16.38,48.99,93.0,40.0,8.05,PL,1601176957.0
ngama,11.78,17.17,78.55,74.0,100.0,6.29,TD,1601176957.0
diamantina,-18.25,-43.6,60.22,67.0,0.0,4.54,BR,1601176958.0
guaymas,27.93,-110.9,84.0,81.0,0.0,5.01,MX,1601176958.0
amapa,1.0,-52.0,74.44,77.0,95.0,4.63,BR,1601176958.0
talnakh,69.49,88.4,39.2,93.0,75.0,15.66,RU,1601176958.0
broome,42.25,-75.83,64.0,93.0,90.0,8.05,US,1601176958.0
bouca,6.51,18.27,69.28,95.0,100.0,1.23,CF,1601176959.0
anamur,36.08,32.84,66.2,93.0,0.0,4.7,TR,1601176959.0
carbonear,47.73,-53.21,53.01,81.0,75.0,17.22,CA,1601176959.0
vuktyl,63.86,57.31,48.83,97.0,87.0,7.85,RU,1601176959.0
ulaanbaatar,47.91,106.88,42.8,38.0,75.0,2.24,MN,1601176876.0
chulym,55.1,80.96,43.2,76.0,87.0,4.12,RU,1601176960.0
rosetta,31.4,30.42,75.2,83.0,0.0,4.7,EG,1601176960.0
mayor pablo lagerenza,-19.93,-60.77,91.9,33.0,0.0,15.3,PY,1601176960.0
rapid valley,44.06,-103.15,55.0,32.0,1.0,11.41,US,1601176960.0
la ronge,55.1,-105.28,50.0,76.0,75.0,6.93,CA,1601176961.0
dudinka,69.41,86.18,39.2,93.0,75.0,15.66,RU,1601176961.0
liverpool,53.41,-2.98,46.4,70.0,0.0,10.29,GB,1601176961.0
poya,-21.35,165.15,78.22,70.0,55.0,7.63,NC,1601176961.0
sinjai,-5.12,120.25,84.76,68.0,100.0,9.22,ID,1601176961.0
selikhino,50.37,137.5,62.89,48.0,0.0,4.5,RU,1601176962.0
qeshm,26.96,56.27,82.4,73.0,0.0,2.24,IR,1601176962.0
jumla,29.27,82.18,64.0,38.0,36.0,0.92,NP,1601176962.0
the pas,53.83,-101.25,55.4,71.0,1.0,10.29,CA,1601176962.0
constitucion,-35.33,-72.42,48.51,80.0,0.0,8.57,CL,1601176963.0
pandan,14.05,124.17,86.79,67.0,90.0,2.46,PH,1601176963.0
marsa matruh,31.35,27.25,73.4,60.0,0.0,5.82,EG,1601176963.0
grand valley,43.9,-80.32,66.0,65.0,100.0,13.85,CA,1601176964.0
mgandu,-5.95,34.13,62.13,73.0,84.0,6.42,TZ,1601176964.0
yar-sale,66.83,70.83,45.37,93.0,43.0,6.73,RU,1601176964.0
dryden,49.78,-92.75,62.6,63.0,90.0,17.22,CA,1601176964.0
sorland,67.67,12.69,44.35,72.0,3.0,14.81,NO,1601176964.0
kuah,6.33,99.84,82.4,88.0,40.0,9.53,MY,1601176965.0
koumac,-20.57,164.28,75.87,80.0,67.0,8.46,NC,1601176965.0
nemuro,43.32,145.57,57.2,100.0,75.0,11.41,JP,1601176909.0
odweyne,9.41,45.06,73.53,60.0,31.0,11.05,SO,1601176965.0
amahai,-3.33,128.92,82.53,75.0,67.0,7.81,ID,1601176966.0
tukrah,32.53,20.58,73.4,73.0,73.0,7.49,LY,1601176966.0
klyuchi,52.27,79.17,45.25,71.0,81.0,8.03,RU,1601176966.0
salalah,17.02,54.09,78.8,83.0,75.0,3.36,OM,1601176966.0
biltine,14.53,20.92,82.4,59.0,58.0,2.21,TD,1601176967.0
machilipatnam,16.17,81.13,80.6,78.0,90.0,5.82,IN,1601176967.0
kunming,25.04,102.72,70.0,100.0,90.0,4.47,CN,1601176704.0
belmonte,-15.86,-38.88,68.0,88.0,20.0,2.24,BR,1601176968.0
zaysan,47.47,84.87,46.51,53.0,0.0,4.36,KZ,1601176968.0
anadyr,64.75,177.48,39.0,55.0,40.0,8.95,RU,1601176968.0
chaman,30.92,66.45,68.63,18.0,0.0,3.0,PK,1601176968.0
vermillion,42.78,-96.93,66.99,55.0,1.0,10.29,US,1601176969.0
mogapinyana,-22.37,27.6,60.8,44.0,0.0,4.7,BW,1601176969.0
inirida,3.87,-67.92,73.56,97.0,100.0,2.06,CO,1601176970.0
labrea,-7.26,-64.8,74.12,88.0,98.0,1.97,BR,1601176970.0
mocuba,-16.84,36.99,75.11,38.0,0.0,5.57,MZ,1601176970.0
kirakira,-10.45,161.92,84.4,75.0,85.0,13.8,SB,1601176970.0
thinadhoo,0.53,72.93,83.23,66.0,100.0,4.61,MV,1601176971.0
tommot,58.96,126.29,56.98,67.0,100.0,4.74,RU,1601176971.0
halifax,44.65,-63.57,59.0,99.0,13.0,7.16,CA,1601176971.0
rassvet,46.83,40.75,57.36,57.0,57.0,16.02,RU,1601176972.0
palmer,42.16,-72.33,66.99,88.0,75.0,4.7,US,1601176972.0
mbini,1.57,9.61,75.2,100.0,40.0,5.82,GQ,1601176973.0
tula,54.2,37.61,55.06,40.0,80.0,12.57,RU,1601176973.0
akom,2.67,12.71,66.54,99.0,100.0,3.85,CM,1601176973.0
lang suan,9.95,99.08,78.8,94.0,75.0,6.46,TH,1601176973.0
oistins,13.07,-59.53,82.4,78.0,40.0,11.41,BB,1601176973.0
ichinoseki,38.92,141.13,60.8,87.0,75.0,1.12,JP,1601176805.0
keti bandar,24.14,67.45,82.78,73.0,50.0,16.2,PK,1601176974.0
polewali,-3.43,119.34,85.78,61.0,76.0,1.03,ID,1601176974.0
roma,43.21,-75.46,66.2,82.0,1.0,4.7,US,1601176806.0
encheng,22.18,112.3,82.99,74.0,100.0,7.0,CN,1601176974.0
santa maria,-29.68,-53.81,66.2,93.0,16.0,11.41,BR,1601176975.0
gondanglegi,-7.75,112.01,91.2,44.0,100.0,14.23,ID,1601176975.0
bozhou,33.88,115.77,76.32,52.0,0.0,8.61,CN,1601176963.0
basqal,40.76,48.39,57.2,82.0,40.0,3.36,AZ,1601176976.0
itaqui,-29.13,-56.55,78.53,54.0,36.0,8.03,BR,1601176976.0
sibu,2.3,111.82,78.8,83.0,40.0,4.7,MY,1601176977.0
tchollire,8.4,14.17,71.33,95.0,100.0,3.53,CM,1601176977.0
saint-augustin,51.23,-58.65,48.15,82.0,100.0,6.8,CA,1601176977.0
kununurra,-15.77,128.73,93.2,44.0,31.0,6.93,AU,1601176977.0
lahaina,20.88,-156.68,84.2,88.0,40.0,16.11,US,1601176977.0
vrangel,42.73,133.08,62.29,59.0,0.0,4.7,RU,1601176970.0
san miguel,13.48,-88.18,74.89,92.0,98.0,1.92,SV,1601176978.0
burgos,42.34,-3.71,48.0,93.0,90.0,14.99,ES,1601176978.0
sol-iletsk,51.16,54.99,46.67,56.0,0.0,4.34,RU,1601176979.0
ayan,56.45,138.17,50.22,80.0,21.0,3.74,RU,1601176979.0
purpe,64.48,76.69,45.0,92.0,88.0,10.65,RU,1601176979.0
falun,60.6,15.63,48.99,100.0,100.0,8.05,SE,1601176979.0
port blair,11.67,92.75,84.83,72.0,100.0,14.56,IN,1601176979.0
pimentel,-6.84,-79.93,59.83,89.0,4.0,14.79,PE,1601176980.0
kralendijk,12.15,-68.27,84.2,79.0,100.0,8.05,BQ,1601176980.0
ancud,-41.87,-73.82,48.0,93.0,47.0,5.06,CL,1601176908.0
volchikha,52.03,80.38,44.04,73.0,45.0,6.02,RU,1601176980.0
okhotsk,59.38,143.3,52.05,79.0,100.0,8.95,RU,1601176981.0
uryupinsk,50.8,42.01,48.99,54.0,0.0,8.99,RU,1601176981.0
protvino,54.87,37.22,53.6,58.0,100.0,4.47,RU,1601176981.0
pemangkat,1.17,108.97,76.03,90.0,100.0,12.37,ID,1601176981.0
tsumeb,-19.23,17.72,68.13,23.0,0.0,13.51,NA,1601176981.0
opuwo,-18.06,13.84,57.13,36.0,0.0,4.5,NA,1601176982.0
oranjemund,-28.55,16.43,51.49,73.0,0.0,6.91,NA,1601176982.0
simao,22.79,100.97,77.47,70.0,35.0,2.3,CN,1601176983.0
awjilah,29.11,21.29,72.55,74.0,0.0,3.51,LY,1601176983.0
ust-tarka,55.57,75.7,42.98,77.0,53.0,3.58,RU,1601176983.0
adelaide,-34.93,138.6,63.0,54.0,75.0,9.17,AU,1601176839.0
urumqi,43.8,87.6,50.0,53.0,59.0,4.47,CN,1601176983.0
susaki,33.37,133.28,80.6,47.0,20.0,18.34,JP,1601176984.0
gallup,35.53,-108.74,69.01,20.0,1.0,5.82,US,1601176984.0
los algarrobos,8.5,-82.43,63.0,97.0,96.0,2.15,PA,1601176984.0
gushikawa,26.35,127.87,75.2,78.0,40.0,5.82,JP,1601176881.0
petropavlovsk-kamchatskiy,53.05,158.65,59.0,50.0,0.0,11.18,RU,1601176985.0
luwuk,-0.95,122.79,86.54,59.0,100.0,4.38,ID,1601176913.0
bacolod,10.67,122.95,86.29,70.0,7.0,3.11,PH,1601176871.0
nang rong,14.64,102.79,88.0,79.0,20.0,10.29,TH,1601176985.0
bilibino,68.05,166.44,35.49,82.0,89.0,5.41,RU,1601176986.0
roald,62.58,6.13,46.4,81.0,0.0,18.34,NO,1601176986.0
awbari,26.59,12.78,80.28,20.0,0.0,7.05,LY,1601176986.0
malanje,-9.54,16.34,63.57,85.0,0.0,6.62,AO,1601176986.0
zaranj,30.97,61.88,73.4,17.0,0.0,21.92,AF,1601176987.0
mezhgorye,44.97,34.42,67.73,63.0,48.0,15.14,UA,1601176987.0
finote selam,10.7,37.27,55.65,90.0,66.0,3.11,ET,1601176987.0
chernyshevskiy,63.01,112.47,44.82,65.0,5.0,7.83,RU,1601176987.0
college,64.86,-147.8,53.6,58.0,40.0,3.36,US,1601176987.0
padang,-0.95,100.35,76.03,77.0,100.0,6.22,ID,1601176988.0
adrar,20.5,-10.07,92.68,11.0,0.0,13.91,MR,1601176988.0
zemlyansk,51.9,38.73,51.8,37.0,28.0,11.18,RU,1601176988.0
west odessa,31.84,-102.5,80.6,51.0,1.0,13.87,US,1601176988.0
sao felix do xingu,-6.64,-51.99,71.1,95.0,97.0,2.17,BR,1601176988.0
alta floresta,-9.88,-56.09,71.58,88.0,31.0,2.73,BR,1601176989.0
lohfelden,51.27,9.53,46.99,87.0,75.0,4.7,DE,1601176989.0
itigi,-5.7,34.48,64.58,68.0,62.0,7.94,TZ,1601176989.0
khasan,42.43,130.64,64.0,66.0,0.0,3.65,RU,1601176989.0
fort frances,48.6,-93.4,55.99,87.0,90.0,8.05,CA,1601176990.0
bitkine,11.98,18.21,75.74,74.0,74.0,7.74,TD,1601176990.0
resistencia,-27.46,-58.98,90.0,48.0,52.0,5.82,AR,1601176990.0
fort-shevchenko,44.51,50.26,57.27,48.0,100.0,18.34,KZ,1601176990.0
wencheng,33.06,113.8,76.35,61.0,81.0,7.81,CN,1601176990.0
itoman,26.12,127.67,77.0,73.0,75.0,5.82,JP,1601176900.0
itacoatiara,-3.14,-58.44,74.32,87.0,37.0,2.77,BR,1601176991.0
daru,-9.08,143.21,82.29,70.0,42.0,15.14,PG,1601176991.0
fayaoue,-20.65,166.53,76.32,77.0,0.0,2.75,NC,1601176991.0
banjar,-8.19,114.97,87.8,70.0,20.0,11.41,ID,1601176812.0
marietta,33.95,-84.55,66.2,93.0,75.0,1.83,US,1601176992.0
kande,9.96,1.04,71.6,94.0,40.0,2.24,TG,1601176992.0
rovaniemi,66.5,25.72,39.2,93.0,100.0,11.41,FI,1601176992.0
jian,27.12,114.98,64.22,94.0,100.0,6.13,CN,1601176992.0
kiunga,-6.12,141.29,82.63,83.0,90.0,2.77,PG,1601176992.0
priiskovyy,51.93,116.63,50.27,58.0,82.0,19.89,RU,1601176993.0
llandrindod wells,52.24,-3.38,44.01,84.0,5.0,7.7,GB,1601176993.0
monrovia,6.3,-10.8,75.2,94.0,75.0,2.17,LR,1601176993.0
tamale,9.4,-0.84,74.48,92.0,99.0,4.25,GH,1601176993.0
flagstaff,35.2,-111.65,71.01,19.0,1.0,8.05,US,1601176894.0
montecristi,-1.05,-80.67,71.6,88.0,7.0,4.7,EC,1601176995.0
catuday,16.29,119.81,84.6,70.0,96.0,7.54,PH,1601176995.0
bekhtery,46.25,32.29,66.2,82.0,75.0,15.66,UA,1601176996.0
svetlopolyansk,59.42,52.36,42.51,94.0,34.0,4.38,RU,1601176996.0
farafangana,-22.82,47.83,66.97,87.0,9.0,8.9,MG,1601176996.0
edd,13.93,41.69,84.34,69.0,0.0,1.19,ER,1601176996.0
omsukchan,62.53,155.8,48.76,50.0,0.0,9.53,RU,1601176996.0
ponta delgada,37.73,-25.67,68.0,94.0,75.0,11.41,PT,1601176997.0
baykit,61.67,96.37,42.19,69.0,100.0,5.23,RU,1601176997.0
hit,33.64,42.83,79.93,39.0,0.0,14.18,IQ,1601176997.0
basco,20.45,121.97,83.25,82.0,99.0,17.16,PH,1601176997.0
isparta,38.0,31.0,62.6,82.0,0.0,2.24,TR,1601176998.0
mount darwin,-16.77,31.58,65.46,37.0,0.0,2.95,ZW,1601176998.0
goianesia,-15.32,-49.12,77.77,29.0,0.0,3.44,BR,1601176998.0
camacha,33.08,-16.33,68.0,82.0,75.0,12.75,PT,1601176998.0
plettenberg bay,-34.05,23.37,47.46,71.0,10.0,9.04,ZA,1601176998.0
yekaterinovka,52.05,44.35,45.57,59.0,0.0,11.16,RU,1601176999.0
zemio,5.03,25.14,69.67,97.0,100.0,3.8,CF,1601176999.0
songjianghe,42.19,127.48,66.92,52.0,0.0,3.53,CN,1601176999.0
cheyenne,41.14,-104.82,57.0,58.0,20.0,9.17,US,1601176999.0
pingxiang,27.62,113.85,63.66,92.0,100.0,3.09,CN,1601176861.0
sant feliu de guixols,41.78,3.03,54.0,60.0,92.0,38.88,ES,1601177001.0
sakaiminato,35.55,133.23,75.2,57.0,75.0,14.99,JP,1601176932.0
ozinki,51.18,49.68,47.14,56.0,1.0,9.46,RU,1601177001.0
